Date,HF_RET
2023-04-01,0.0051353094256128
2023-05-01,-0.006471436867015901
2023-06-01,0.022625983359965796
2023-07-01,0.019443509296601658
2023-08-01,-0.005919092874628218
2023-09-01,-0.006615915249267856
2023-10-01,-0.012321045465448988
2023-11-01,0.032703991685189227
2023-12-01,-0.0173033335835292
2024-01-01,0.03659740835125769
2024-02-01,0.015677150335521306
2024-03-01,0.014449870879474913
2024-04-01,-0.011977970935384441
2024-05-01,0.013433817053216446
2024-06-01,0.0032331538908760837
2024-07-01,0.011279318698010243
2024-08-01,0.007648232621092932
2024-09-01,0.01454778040461191
2024-10-01,-0.005922718161150642
2024-11-01,0.022891153318288282
2024-12-01,-0.03709380830462583
2025-01-01,0.03881562673514605
2025-02-01,-0.005952397669282128
2025-03-01,-0.013236687121122581
2025-04-01,-0.0025550918259540367
2025-05-01,0.019212308365815778
2025-06-01,0.015394274969923183
2025-07-01,0.00680696852662277
2025-08-01,0.015058323601205403
2025-09-01,0.018165374235328047
2025-10-01,0.006839117898642888
2025-11-01,-0.0008859651138843905
2025-12-01,0.008572186968192064
